frame,time_sec,lane,vehicle_count,queue_length,density,count_change,category,congestion_ratio
250,8.33,west,17,4,3.4334,2,HIGH,0.2353
255,8.5,west,22,8,4.9511,5,HIGH,0.3636
260,8.67,west,18,6,3.6123,4,HIGH,0.3333
265,8.83,west,20,7,4.019,2,HIGH,0.35
270,9.0,west,18,5,4.0292,2,HIGH,0.2778
275,9.17,west,20,0,4.1565,2,HIGH,0.0
280,9.33,west,14,0,3.5024,6,MEDIUM,0.0
285,9.5,west,17,0,3.7441,3,HIGH,0.0
290,9.67,west,20,6,4.6374,3,HIGH,0.3
295,9.83,west,14,2,2.6506,6,MEDIUM,0.1429
300,10.0,west,14,4,2.456,0,MEDIUM,0.2857
305,10.17,west,16,8,2.5394,2,HIGH,0.5
310,10.33,west,15,4,2.8218,1,MEDIUM,0.2667
315,10.5,west,20,12,3.7591,5,HIGH,0.6
320,10.67,west,16,8,2.8452,4,HIGH,0.5
325,10.83,west,17,7,3.219,1,HIGH,0.4118
330,11.0,west,15,5,2.4695,2,MEDIUM,0.3333
335,11.17,west,17,8,2.8131,2,HIGH,0.4706
340,11.33,west,14,4,2.6567,3,MEDIUM,0.2857
345,11.5,west,15,4,2.7585,1,MEDIUM,0.2667
350,11.67,west,13,2,2.5381,2,MEDIUM,0.1538
355,11.83,west,15,0,3.1665,2,MEDIUM,0.0
360,12.0,west,16,0,2.9837,1,HIGH,0.0
365,12.17,west,18,2,3.2711,2,HIGH,0.1111
370,12.33,west,17,0,3.1546,1,HIGH,0.0
375,12.5,west,19,2,3.6482,2,HIGH,0.1053
380,12.67,west,18,3,4.7312,1,HIGH,0.1667
385,12.83,west,18,5,5.5371,0,HIGH,0.2778
390,13.0,west,17,7,2.6425,1,HIGH,0.4118
395,13.17,west,17,7,2.2648,0,HIGH,0.4118
400,13.33,west,15,3,1.9111,2,MEDIUM,0.2
405,13.5,west,17,7,2.2607,2,HIGH,0.4118
410,13.67,west,16,9,2.3977,1,HIGH,0.5625
415,13.83,west,15,8,2.2384,1,MEDIUM,0.5333
420,14.0,west,14,6,2.0975,1,MEDIUM,0.4286
425,14.17,west,10,4,1.2832,4,MEDIUM,0.4
430,14.33,west,11,7,1.3787,1,MEDIUM,0.6364
435,14.5,west,15,9,1.9561,4,MEDIUM,0.6
440,14.67,west,14,7,1.9049,1,MEDIUM,0.5
445,14.83,west,10,5,1.5118,4,MEDIUM,0.5
450,15.0,west,13,5,2.182,3,MEDIUM,0.3846
455,15.17,west,15,6,2.394,2,MEDIUM,0.4
460,15.33,west,14,7,2.3959,1,MEDIUM,0.5
465,15.5,west,14,5,2.3302,0,MEDIUM,0.3571
470,15.67,west,15,2,2.6127,1,MEDIUM,0.1333
475,15.83,west,14,4,2.3257,1,MEDIUM,0.2857
480,16.0,west,20,9,2.8882,6,HIGH,0.45
485,16.17,west,15,4,2.5362,5,MEDIUM,0.2667
490,16.33,west,17,7,2.9621,2,HIGH,0.4118
495,16.5,west,14,0,2.9231,3,MEDIUM,0.0
500,16.67,west,16,6,3.4875,2,HIGH,0.375
505,16.83,west,13,5,1.7276,3,MEDIUM,0.3846
510,17.0,west,18,8,3.1953,5,HIGH,0.4444
515,17.17,west,19,11,3.2383,1,HIGH,0.5789
520,17.33,west,16,8,2.5673,3,HIGH,0.5
525,17.5,west,16,5,3.0065,0,HIGH,0.3125
530,17.67,west,16,7,3.0874,0,HIGH,0.4375
535,17.83,west,18,6,3.5519,2,HIGH,0.3333
540,18.0,west,20,9,3.5648,2,HIGH,0.45
545,18.17,west,19,10,3.6283,1,HIGH,0.5263
550,18.33,west,17,4,3.1491,2,HIGH,0.2353
555,18.5,west,14,2,3.2768,3,MEDIUM,0.1429
560,18.67,west,14,4,4.0977,0,MEDIUM,0.2857
565,18.83,west,14,6,3.5725,0,MEDIUM,0.4286
570,19.0,west,14,6,3.7148,0,MEDIUM,0.4286
575,19.17,west,14,6,4.2043,0,MEDIUM,0.4286
580,19.33,west,19,10,5.4151,5,HIGH,0.5263
585,19.5,west,18,7,6.4328,1,HIGH,0.3889
590,19.67,west,17,9,6.7273,1,HIGH,0.5294
595,19.83,west,18,9,8.2409,1,HIGH,0.5
600,20.0,west,19,5,6.3995,1,HIGH,0.2632
605,20.17,west,18,9,5.9059,1,HIGH,0.5
610,20.33,west,16,5,5.7788,2,HIGH,0.3125
615,20.5,west,16,9,5.8131,0,HIGH,0.5625
620,20.67,west,18,9,4.2582,2,HIGH,0.5
625,20.83,west,17,4,4.2324,1,HIGH,0.2353
630,21.0,west,18,7,4.8534,1,HIGH,0.3889
635,21.17,west,15,6,3.6549,3,MEDIUM,0.4
640,21.33,west,17,6,4.305,2,HIGH,0.3529
645,21.5,west,16,4,3.4165,1,HIGH,0.25
650,21.67,west,17,3,3.1624,1,HIGH,0.1765
655,21.83,west,17,4,3.2146,0,HIGH,0.2353
660,22.0,west,15,6,3.2265,2,MEDIUM,0.4
665,22.17,west,18,12,4.6304,3,HIGH,0.6667
670,22.33,west,16,4,3.6667,2,HIGH,0.25
675,22.5,west,16,5,3.4384,0,HIGH,0.3125
680,22.67,west,17,6,3.6758,1,HIGH,0.3529
685,22.83,west,16,4,3.3481,1,HIGH,0.25
690,23.0,west,15,2,3.0852,1,MEDIUM,0.1333
695,23.17,west,12,6,2.9076,3,MEDIUM,0.5
700,23.33,west,12,4,3.3169,0,MEDIUM,0.3333
705,23.5,west,15,6,3.8996,3,MEDIUM,0.4
710,23.67,west,16,8,4.102,1,HIGH,0.5
715,23.83,west,14,8,4.3239,2,MEDIUM,0.5714
720,24.0,west,17,11,4.6497,3,HIGH,0.6471
725,24.17,west,17,10,4.4965,0,HIGH,0.5882
730,24.33,west,14,6,4.3592,3,MEDIUM,0.4286
735,24.5,west,14,6,2.4251,0,MEDIUM,0.4286
740,24.67,west,14,6,2.7701,0,MEDIUM,0.4286
745,24.83,west,15,2,2.8486,1,MEDIUM,0.1333
750,25.0,west,15,4,2.4508,0,MEDIUM,0.2667
755,25.17,west,16,6,2.1024,1,HIGH,0.375
760,25.33,west,16,6,2.1633,0,HIGH,0.375
765,25.5,west,14,6,2.1207,2,MEDIUM,0.4286
770,25.67,west,13,5,1.8392,1,MEDIUM,0.3846
775,25.83,west,17,8,2.6466,4,HIGH,0.4706
780,26.0,west,13,4,2.6328,4,MEDIUM,0.3077
785,26.17,west,14,2,2.4768,1,MEDIUM,0.1429
790,26.33,west,14,4,1.7316,0,MEDIUM,0.2857
795,26.5,west,14,4,1.6065,0,MEDIUM,0.2857
800,26.67,west,12,6,1.2199,2,MEDIUM,0.5
805,26.83,west,18,10,2.0526,6,HIGH,0.5556
810,27.0,west,16,7,2.2169,2,HIGH,0.4375
815,27.17,west,16,7,2.3377,0,HIGH,0.4375
820,27.33,west,18,10,2.5655,2,HIGH,0.5556
825,27.5,west,15,8,2.3898,3,MEDIUM,0.5333
830,27.67,west,16,7,2.4912,1,HIGH,0.4375
835,27.83,west,12,7,1.9599,4,MEDIUM,0.5833
840,28.0,west,14,9,2.0151,2,MEDIUM,0.6429
845,28.17,west,13,4,2.2459,1,MEDIUM,0.3077
850,28.33,west,13,4,2.4092,0,MEDIUM,0.3077
855,28.5,west,12,6,2.5348,1,MEDIUM,0.5
860,28.67,west,13,8,3.9154,1,MEDIUM,0.6154
865,28.83,west,13,6,3.1718,0,MEDIUM,0.4615
870,29.0,west,15,9,4.0155,2,MEDIUM,0.6
875,29.17,west,18,10,4.8508,3,HIGH,0.5556
880,29.33,west,18,10,7.6642,0,HIGH,0.5556
885,29.5,west,15,7,2.8871,3,MEDIUM,0.4667
890,29.67,west,17,7,2.9916,2,HIGH,0.4118
895,29.83,west,17,7,2.4665,0,HIGH,0.4118
900,30.0,west,19,6,2.6313,2,HIGH,0.3158
905,30.17,west,17,8,2.184,2,HIGH,0.4706
910,30.33,west,16,10,2.452,1,HIGH,0.625
915,30.5,west,16,8,2.5415,0,HIGH,0.5
920,30.67,west,16,8,2.3406,0,HIGH,0.5
925,30.83,west,14,6,2.5893,2,MEDIUM,0.4286
930,31.0,west,14,6,2.9582,0,MEDIUM,0.4286
935,31.17,west,16,6,3.6816,2,HIGH,0.375
940,31.33,west,16,6,3.9261,0,HIGH,0.375
945,31.5,west,20,10,4.426,4,HIGH,0.5
950,31.67,west,17,8,3.5675,3,HIGH,0.4706
955,31.83,west,17,6,3.1931,0,HIGH,0.3529
960,32.0,west,17,4,2.982,0,HIGH,0.2353
965,32.17,west,18,10,3.4987,1,HIGH,0.5556
970,32.33,west,19,6,3.5125,1,HIGH,0.3158
975,32.5,west,17,6,3.2413,2,HIGH,0.3529
980,32.67,west,20,10,3.1943,3,HIGH,0.5
985,32.83,west,15,7,2.3216,5,MEDIUM,0.4667
990,33.0,west,12,3,2.0886,3,MEDIUM,0.25
995,33.17,west,14,5,2.5247,2,MEDIUM,0.3571
1000,33.33,west,15,6,2.798,1,MEDIUM,0.4
1005,33.5,west,15,5,2.6827,0,MEDIUM,0.3333
1010,33.67,west,18,6,2.7208,3,HIGH,0.3333
1015,33.83,west,17,6,2.7118,1,HIGH,0.3529
1020,34.0,west,17,6,2.6249,0,HIGH,0.3529
1025,34.17,west,13,8,1.9523,4,MEDIUM,0.6154
1030,34.33,west,13,3,2.2153,0,MEDIUM,0.2308
1035,34.5,west,12,6,2.3143,1,MEDIUM,0.5
1040,34.67,west,17,8,2.3271,5,HIGH,0.4706
1045,34.83,west,16,7,2.0053,1,HIGH,0.4375
1050,35.0,west,15,7,1.7584,1,MEDIUM,0.4667
1055,35.17,west,14,5,1.7881,1,MEDIUM,0.3571
1060,35.33,west,15,9,1.8305,1,MEDIUM,0.6
1065,35.5,west,14,9,1.559,1,MEDIUM,0.6429
1070,35.67,west,15,8,2.2242,1,MEDIUM,0.5333
1075,35.83,west,16,8,2.3654,1,HIGH,0.5
1080,36.0,west,14,7,1.9432,2,MEDIUM,0.5
1085,36.17,west,15,6,2.1029,1,MEDIUM,0.4
1090,36.33,west,15,7,1.9938,0,MEDIUM,0.4667
1095,36.5,west,15,4,2.198,0,MEDIUM,0.2667
1100,36.67,west,14,7,1.9488,1,MEDIUM,0.5
1105,36.83,west,15,9,2.0479,1,MEDIUM,0.6
1110,37.0,west,17,10,2.6271,2,HIGH,0.5882
1115,37.17,west,14,8,2.6514,3,MEDIUM,0.5714
1120,37.33,west,13,7,2.4153,1,MEDIUM,0.5385
1125,37.5,west,14,7,2.2165,1,MEDIUM,0.5
1130,37.67,west,13,6,1.9781,1,MEDIUM,0.4615
1135,37.83,west,13,7,1.9106,0,MEDIUM,0.5385
1140,38.0,west,12,5,1.9906,1,MEDIUM,0.4167
1145,38.17,west,13,7,2.1639,1,MEDIUM,0.5385
1150,38.33,west,11,2,2.1668,2,MEDIUM,0.1818
1155,38.5,west,13,4,2.4989,2,MEDIUM,0.3077
1160,38.67,west,13,4,2.9341,0,MEDIUM,0.3077
1165,38.83,west,13,4,3.5153,0,MEDIUM,0.3077
1170,39.0,west,16,7,3.4957,3,HIGH,0.4375
1175,39.17,west,13,4,3.0504,3,MEDIUM,0.3077
1180,39.33,west,11,4,3.1746,2,MEDIUM,0.3636
1185,39.5,west,11,2,3.5721,0,MEDIUM,0.1818
1190,39.67,west,11,2,3.7174,0,MEDIUM,0.1818
1195,39.83,west,12,4,3.1805,1,MEDIUM,0.3333
1200,40.0,west,12,4,3.2918,0,MEDIUM,0.3333
1205,40.17,west,13,4,3.3561,1,MEDIUM,0.3077
1210,40.33,west,15,6,3.9133,2,MEDIUM,0.4
1215,40.5,west,14,6,3.6947,1,MEDIUM,0.4286
1220,40.67,west,12,4,3.6028,2,MEDIUM,0.3333
1225,40.83,west,12,8,4.2577,0,MEDIUM,0.6667
1230,41.0,west,14,6,4.7002,2,MEDIUM,0.4286
1235,41.17,west,10,3,4.8339,4,MEDIUM,0.3
1240,41.33,west,12,5,5.4537,2,MEDIUM,0.4167
1245,41.5,west,11,3,4.9176,1,MEDIUM,0.2727
1250,41.67,west,11,3,5.215,0,MEDIUM,0.2727
1255,41.83,west,13,2,5.9149,2,MEDIUM,0.1538
1260,42.0,west,9,2,5.4795,4,MEDIUM,0.2222
1265,42.17,west,10,2,5.3948,1,MEDIUM,0.2
1270,42.33,west,10,2,5.2078,0,MEDIUM,0.2
1275,42.5,west,11,2,5.184,1,MEDIUM,0.1818
1280,42.67,west,13,0,5.4526,2,MEDIUM,0.0
1285,42.83,west,14,0,6.0659,1,MEDIUM,0.0
1290,43.0,west,17,6,6.9088,3,HIGH,0.3529
1295,43.17,west,15,6,6.4841,2,MEDIUM,0.4
1300,43.33,west,14,5,5.8763,1,MEDIUM,0.3571
1305,43.5,west,13,4,5.52,1,MEDIUM,0.3077
1310,43.67,west,17,5,5.8011,4,HIGH,0.2941
1315,43.83,west,13,5,2.9169,4,MEDIUM,0.3846
1320,44.0,west,14,5,3.0367,1,MEDIUM,0.3571
1325,44.17,west,12,4,3.0365,2,MEDIUM,0.3333
1330,44.33,west,18,9,4.2645,6,HIGH,0.5
1335,44.5,west,12,6,2.5915,6,MEDIUM,0.5
1340,44.67,west,12,2,2.7828,0,MEDIUM,0.1667
1345,44.83,west,11,2,2.8204,1,MEDIUM,0.1818
1350,45.0,west,12,2,3.2984,1,MEDIUM,0.1667
1355,45.17,west,13,2,3.527,1,MEDIUM,0.1538
1360,45.33,west,17,7,4.117,4,HIGH,0.4118
1365,45.5,west,13,4,3.0387,4,MEDIUM,0.3077
1370,45.67,west,14,6,3.9586,1,MEDIUM,0.4286
1375,45.83,west,16,6,3.7998,2,HIGH,0.375
1380,46.0,west,16,6,4.6649,0,HIGH,0.375
1385,46.17,west,16,4,4.4934,0,HIGH,0.25
1390,46.33,west,16,2,4.1536,0,HIGH,0.125
1395,46.5,west,15,0,4.344,1,MEDIUM,0.0
1400,46.67,west,15,2,3.9745,0,MEDIUM,0.1333
1405,46.83,west,15,2,3.814,0,MEDIUM,0.1333
1410,47.0,west,13,4,2.5774,2,MEDIUM,0.3077
1415,47.17,west,16,4,3.7754,3,HIGH,0.25
1420,47.33,west,18,3,4.0752,2,HIGH,0.1667
1425,47.5,west,17,4,4.0725,1,HIGH,0.2353
1430,47.67,west,17,5,4.2726,0,HIGH,0.2941
1435,47.83,west,17,6,4.0734,0,HIGH,0.3529
1440,48.0,west,17,8,3.8304,0,HIGH,0.4706
1445,48.17,west,18,8,3.9586,1,HIGH,0.4444
1450,48.33,west,16,8,2.9959,2,HIGH,0.5
1455,48.5,west,20,7,3.4753,4,HIGH,0.35
1460,48.67,west,13,0,2.2824,7,MEDIUM,0.0
1465,48.83,west,17,0,3.0832,4,HIGH,0.0
1470,49.0,west,17,3,3.4911,0,HIGH,0.1765
1475,49.17,west,16,3,3.6857,1,HIGH,0.1875
1480,49.33,west,16,6,3.4145,0,HIGH,0.375
1485,49.5,west,17,6,2.8314,1,HIGH,0.3529
1490,49.67,west,17,6,2.6766,0,HIGH,0.3529
1495,49.83,west,15,3,2.5599,2,MEDIUM,0.2
1500,50.0,west,15,5,2.4065,0,MEDIUM,0.3333
1505,50.17,west,14,5,2.6272,1,MEDIUM,0.3571
1510,50.33,west,14,5,2.5584,0,MEDIUM,0.3571
1515,50.5,west,17,4,3.3677,3,HIGH,0.2353
1520,50.67,west,17,5,3.8023,0,HIGH,0.2941
1525,50.83,west,15,0,3.6817,2,MEDIUM,0.0
1530,51.0,west,18,4,3.63,3,HIGH,0.2222
1535,51.17,west,14,2,2.7866,4,MEDIUM,0.1429
1540,51.33,west,13,2,2.2448,1,MEDIUM,0.1538
1545,51.5,west,16,2,2.3667,3,HIGH,0.125
1550,51.67,west,13,2,2.0713,3,MEDIUM,0.1538
1555,51.83,west,14,3,2.3239,1,MEDIUM,0.2143
1560,52.0,west,17,3,2.7476,3,HIGH,0.1765
1565,52.17,west,17,6,3.0655,0,HIGH,0.3529
1570,52.33,west,18,4,3.3821,1,HIGH,0.2222
1575,52.5,west,18,4,3.8182,0,HIGH,0.2222
1580,52.67,west,17,0,3.2438,1,HIGH,0.0
1585,52.83,west,15,2,3.2963,2,MEDIUM,0.1333
1590,53.0,west,16,2,2.8751,1,HIGH,0.125
1595,53.17,west,20,0,3.2106,4,HIGH,0.0
1600,53.33,west,17,2,2.7437,3,HIGH,0.1176
1605,53.5,west,18,4,2.7002,1,HIGH,0.2222
1610,53.67,west,15,4,2.5341,3,MEDIUM,0.2667
1615,53.83,west,17,6,2.7866,2,HIGH,0.3529
1620,54.0,west,15,4,1.8657,2,MEDIUM,0.2667
1625,54.17,west,17,6,2.7053,2,HIGH,0.3529
1630,54.33,west,15,6,2.7229,2,MEDIUM,0.4
1635,54.5,west,21,9,3.3756,6,HIGH,0.4286
1640,54.67,west,20,8,3.393,1,HIGH,0.4
1645,54.83,west,17,6,3.1054,3,HIGH,0.3529
1650,55.0,west,16,8,2.8865,1,HIGH,0.5
1655,55.17,west,17,5,3.0718,1,HIGH,0.2941
1660,55.33,west,16,6,2.9906,1,HIGH,0.375
1665,55.5,west,14,4,2.3469,2,MEDIUM,0.2857
1670,55.67,west,17,7,2.6761,3,HIGH,0.4118
1675,55.83,west,13,6,2.1179,4,MEDIUM,0.4615
1680,56.0,west,15,6,2.64,2,MEDIUM,0.4
1685,56.17,west,17,8,3.3505,2,HIGH,0.4706
1690,56.33,west,16,6,3.2328,1,HIGH,0.375
1695,56.5,west,16,9,3.7298,0,HIGH,0.5625
1700,56.67,west,17,10,3.5509,1,HIGH,0.5882
1705,56.83,west,16,9,3.3003,1,HIGH,0.5625
1710,57.0,west,16,5,4.2134,0,HIGH,0.3125
1715,57.17,west,16,3,3.5249,0,HIGH,0.1875
1720,57.33,west,15,3,2.7269,1,MEDIUM,0.2
1725,57.5,west,15,5,3.5033,0,MEDIUM,0.3333
1730,57.67,west,14,3,3.1224,1,MEDIUM,0.2143
1735,57.83,west,16,5,3.2961,2,HIGH,0.3125
1740,58.0,west,14,5,3.3143,2,MEDIUM,0.3571
1745,58.17,west,11,4,3.0165,3,MEDIUM,0.3636
1750,58.33,west,12,3,3.1932,1,MEDIUM,0.25
1755,58.5,west,13,2,3.2303,1,MEDIUM,0.1538
1760,58.67,west,14,4,3.605,1,MEDIUM,0.2857
1765,58.83,west,15,2,3.3183,1,MEDIUM,0.1333
1770,59.0,west,10,0,2.4445,5,MEDIUM,0.0
1775,59.17,west,15,2,4.7639,5,MEDIUM,0.1333
1780,59.33,west,17,6,5.6141,2,HIGH,0.3529
1785,59.5,west,12,4,3.2794,5,MEDIUM,0.3333
1790,59.67,west,12,2,3.3593,0,MEDIUM,0.1667
1795,59.83,west,12,2,3.3241,0,MEDIUM,0.1667
1800,60.0,west,11,4,2.1253,1,MEDIUM,0.3636
1805,60.17,west,14,6,2.4256,3,MEDIUM,0.4286
1810,60.33,west,12,4,2.5427,2,MEDIUM,0.3333
1815,60.5,west,11,2,2.0267,1,MEDIUM,0.1818
1820,60.67,west,11,0,1.9378,0,MEDIUM,0.0
1825,60.83,west,13,2,2.4025,2,MEDIUM,0.1538
1830,61.0,west,11,2,1.7531,2,MEDIUM,0.1818
1835,61.17,west,11,4,2.1845,0,MEDIUM,0.3636
1840,61.33,west,13,2,2.1133,2,MEDIUM,0.1538
1845,61.5,west,11,3,1.2014,2,MEDIUM,0.2727
1850,61.67,west,11,4,2.0805,0,MEDIUM,0.3636
1855,61.83,west,11,0,1.855,0,MEDIUM,0.0
1860,62.0,west,11,2,1.6248,0,MEDIUM,0.1818
1865,62.17,west,9,0,2.0494,2,MEDIUM,0.0
1870,62.33,west,8,0,2.1093,1,MEDIUM,0.0
1875,62.5,west,10,0,2.9595,2,MEDIUM,0.0
1880,62.67,west,12,0,4.0897,2,MEDIUM,0.0
1885,62.83,west,11,0,4.0118,1,MEDIUM,0.0
1890,63.0,west,13,2,4.7563,2,MEDIUM,0.1538
1895,63.17,west,15,6,3.9916,2,MEDIUM,0.4
1900,63.33,west,13,6,2.4982,2,MEDIUM,0.4615
1905,63.5,west,10,4,2.1335,3,MEDIUM,0.4
1910,63.67,west,16,6,2.7263,6,HIGH,0.375
1915,63.83,west,13,6,1.8121,3,MEDIUM,0.4615
1920,64.0,west,14,7,1.4009,1,MEDIUM,0.5
1925,64.17,west,20,12,1.897,6,HIGH,0.6
1930,64.33,west,15,5,1.5221,5,MEDIUM,0.3333
1935,64.5,west,15,9,1.3191,0,MEDIUM,0.6
1940,64.67,west,15,10,1.5132,0,MEDIUM,0.6667
1945,64.83,west,16,8,1.6263,1,HIGH,0.5
1950,65.0,west,14,6,1.6885,2,MEDIUM,0.4286
1955,65.17,west,14,8,1.6926,0,MEDIUM,0.5714
1960,65.33,west,16,9,2.7478,2,HIGH,0.5625
1965,65.5,west,13,6,2.3462,3,MEDIUM,0.4615
1970,65.67,west,17,6,2.9095,4,HIGH,0.3529
1975,65.83,west,15,6,1.8557,2,MEDIUM,0.4
1980,66.0,west,13,3,2.0704,2,MEDIUM,0.2308
1985,66.17,west,15,6,2.121,2,MEDIUM,0.4
1990,66.33,west,15,4,2.9168,0,MEDIUM,0.2667
1995,66.5,west,17,5,3.2447,2,HIGH,0.2941
2000,66.67,west,15,5,2.9721,2,MEDIUM,0.3333
2005,66.83,west,18,8,3.3019,3,HIGH,0.4444
2010,67.0,west,19,8,4.1182,1,HIGH,0.4211
2015,67.17,west,18,6,4.0209,1,HIGH,0.3333
2020,67.33,west,18,7,3.8592,0,HIGH,0.3889
2025,67.5,west,17,7,3.2996,1,HIGH,0.4118
2030,67.67,west,20,9,4.371,3,HIGH,0.45
2035,67.83,west,17,6,4.738,3,HIGH,0.3529
2040,68.0,west,20,8,4.6413,3,HIGH,0.4
2045,68.17,west,18,6,4.2865,2,HIGH,0.3333
2050,68.33,west,16,4,4.2616,2,HIGH,0.25
2055,68.5,west,18,6,4.15,2,HIGH,0.3333
2060,68.67,west,14,2,4.1424,4,MEDIUM,0.1429
2065,68.83,west,20,6,4.8943,6,HIGH,0.3
2070,69.0,west,15,6,4.417,5,MEDIUM,0.4
2075,69.17,west,19,8,4.1947,4,HIGH,0.4211
2080,69.33,west,16,6,3.5465,3,HIGH,0.375
2085,69.5,west,18,5,3.5783,2,HIGH,0.2778
2090,69.67,west,16,3,4.0207,2,HIGH,0.1875
2095,69.83,west,15,2,4.1458,1,MEDIUM,0.1333
2100,70.0,west,14,0,2.6706,1,MEDIUM,0.0
2105,70.17,west,14,0,2.959,0,MEDIUM,0.0
2110,70.33,west,16,2,4.2839,2,HIGH,0.125
2115,70.5,west,14,2,3.7391,2,MEDIUM,0.1429
2120,70.67,west,15,2,3.3349,1,MEDIUM,0.1333
2125,70.83,west,17,2,3.6832,2,HIGH,0.1176
2130,71.0,west,15,2,3.3724,2,MEDIUM,0.1333
2135,71.17,west,14,3,2.948,1,MEDIUM,0.2143
2140,71.33,west,15,4,3.7728,1,MEDIUM,0.2667
2145,71.5,west,17,4,4.5198,2,HIGH,0.2353
2150,71.67,west,14,2,3.2244,3,MEDIUM,0.1429
2155,71.83,west,16,2,3.8905,2,HIGH,0.125
2160,72.0,west,18,2,4.0678,2,HIGH,0.1111
2165,72.17,west,17,2,4.2026,1,HIGH,0.1176
2170,72.33,west,14,0,3.8764,3,MEDIUM,0.0
2175,72.5,west,16,4,4.3985,2,HIGH,0.25
2180,72.67,west,14,2,3.7605,2,MEDIUM,0.1429
2185,72.83,west,16,3,4.5222,2,HIGH,0.1875
2190,73.0,west,14,6,4.0927,2,MEDIUM,0.4286
2195,73.17,west,16,6,4.8818,2,HIGH,0.375
2200,73.33,west,13,4,4.4075,3,MEDIUM,0.3077
2205,73.5,west,13,4,3.8951,0,MEDIUM,0.3077
2210,73.67,west,15,4,4.3674,2,MEDIUM,0.2667
2215,73.83,west,15,6,3.8132,0,MEDIUM,0.4
2220,74.0,west,16,4,5.0419,1,HIGH,0.25
2225,74.17,west,18,9,5.5604,2,HIGH,0.5
2230,74.33,west,15,7,3.4991,3,MEDIUM,0.4667
2235,74.5,west,14,2,4.7584,1,MEDIUM,0.1429
2240,74.67,west,15,5,5.0118,1,MEDIUM,0.3333
2245,74.83,west,15,6,4.671,0,MEDIUM,0.4
2250,75.0,west,12,6,3.3138,3,MEDIUM,0.5
2255,75.17,west,14,5,2.5316,2,MEDIUM,0.3571
2260,75.33,west,18,10,3.4885,4,HIGH,0.5556
2265,75.5,west,16,10,3.4976,2,HIGH,0.625
2270,75.67,west,16,7,3.0836,0,HIGH,0.4375
2275,75.83,west,17,9,4.5332,1,HIGH,0.5294
2280,76.0,west,15,8,3.8632,2,MEDIUM,0.5333
2285,76.17,west,20,9,4.6745,5,HIGH,0.45
2290,76.33,west,18,11,4.5091,2,HIGH,0.6111
2295,76.5,west,18,10,2.8457,0,HIGH,0.5556
