frame,time_sec,lane,vehicle_count,queue_length,density,count_change,category,congestion_ratio
410,16.39,traffic3,18,4,8.0912,0,HIGH,0.2222
415,16.59,traffic3,20,6,9.262,2,HIGH,0.3
420,16.79,traffic3,17,2,9.3189,3,HIGH,0.1176
425,16.99,traffic3,21,2,10.4101,4,HIGH,0.0952
430,17.19,traffic3,27,4,12.7757,6,HIGH,0.1481
435,17.39,traffic3,20,0,10.4501,7,HIGH,0.0
440,17.59,traffic3,29,4,12.7974,9,HIGH,0.1379
445,17.79,traffic3,23,0,11.4278,6,HIGH,0.0
450,17.99,traffic3,27,2,11.9206,4,HIGH,0.0741
455,18.19,traffic3,23,0,10.9447,4,HIGH,0.0
460,18.39,traffic3,29,6,13.023,6,HIGH,0.2069
465,18.59,traffic3,23,2,10.4701,6,HIGH,0.087
470,18.79,traffic3,28,4,12.109,5,HIGH,0.1429
475,18.99,traffic3,25,0,10.8873,3,HIGH,0.0
480,19.19,traffic3,27,4,12.0765,2,HIGH,0.1481
485,19.39,traffic3,21,0,9.4501,6,HIGH,0.0
490,19.59,traffic3,23,0,9.7529,2,HIGH,0.0
495,19.79,traffic3,25,6,10.4818,2,HIGH,0.24
500,19.99,traffic3,24,6,10.606,1,HIGH,0.25
505,20.19,traffic3,27,2,11.1103,3,HIGH,0.0741
510,20.39,traffic3,28,3,11.6787,1,HIGH,0.1071
515,20.59,traffic3,26,2,11.1421,2,HIGH,0.0769
520,20.79,traffic3,28,10,12.2023,2,HIGH,0.3571
525,20.99,traffic3,27,5,11.8293,1,HIGH,0.1852
530,21.19,traffic3,24,6,10.6639,3,HIGH,0.25
535,21.39,traffic3,25,2,10.7063,1,HIGH,0.08
540,21.59,traffic3,24,2,10.5026,1,HIGH,0.0833
545,21.79,traffic3,24,4,11.0203,0,HIGH,0.1667
550,21.99,traffic3,20,2,9.0851,4,HIGH,0.1
555,22.19,traffic3,23,2,10.5896,3,HIGH,0.087
560,22.39,traffic3,23,4,11.0165,0,HIGH,0.1739
565,22.59,traffic3,19,0,8.8415,4,HIGH,0.0
570,22.79,traffic3,20,0,8.8743,1,HIGH,0.0
575,22.99,traffic3,22,4,10.1176,2,HIGH,0.1818
580,23.19,traffic3,23,7,9.9655,1,HIGH,0.3043
585,23.39,traffic3,23,6,10.1951,0,HIGH,0.2609
590,23.59,traffic3,19,4,9.7072,4,HIGH,0.2105
595,23.79,traffic3,24,9,12.1499,5,HIGH,0.375
600,23.99,traffic3,22,4,11.5512,2,HIGH,0.1818
605,24.19,traffic3,24,7,11.5952,2,HIGH,0.2917
610,24.39,traffic3,26,5,13.589,2,HIGH,0.1923
615,24.59,traffic3,27,6,13.7138,1,HIGH,0.2222
620,24.79,traffic3,25,4,13.401,2,HIGH,0.16
625,24.99,traffic3,25,0,13.7259,0,HIGH,0.0
630,25.19,traffic3,22,0,12.8737,3,HIGH,0.0
635,25.39,traffic3,23,2,12.6749,1,HIGH,0.087
640,25.59,traffic3,28,4,14.7968,5,HIGH,0.1429
645,25.79,traffic3,22,0,12.6445,6,HIGH,0.0
650,25.99,traffic3,22,4,13.1201,0,HIGH,0.1818
655,26.19,traffic3,22,2,12.7752,0,HIGH,0.0909
660,26.39,traffic3,21,0,12.3425,1,HIGH,0.0
665,26.59,traffic3,24,2,12.8773,3,HIGH,0.0833
670,26.79,traffic3,24,2,13.8754,0,HIGH,0.0833
675,26.99,traffic3,25,0,14.1438,1,HIGH,0.0
680,27.19,traffic3,26,2,15.2035,1,HIGH,0.0769
685,27.39,traffic3,24,2,14.3032,2,HIGH,0.0833
690,27.59,traffic3,26,2,15.5953,2,HIGH,0.0769
695,27.79,traffic3,24,2,13.7449,2,HIGH,0.0833
700,27.99,traffic3,26,6,14.9175,2,HIGH,0.2308
705,28.19,traffic3,22,0,14.0389,4,HIGH,0.0
710,28.39,traffic3,27,0,16.1069,5,HIGH,0.0
715,28.59,traffic3,15,0,7.9802,12,MEDIUM,0.0
720,28.79,traffic3,23,0,12.3721,8,HIGH,0.0
725,28.99,traffic3,27,2,12.0923,4,HIGH,0.0741
730,29.19,traffic3,20,0,11.2555,7,HIGH,0.0
735,29.39,traffic3,25,0,12.3956,5,HIGH,0.0
740,29.59,traffic3,20,0,11.0907,5,HIGH,0.0
745,29.79,traffic3,24,0,13.8173,4,HIGH,0.0
750,29.99,traffic3,20,2,11.4796,4,HIGH,0.1
755,30.19,traffic3,16,0,9.3408,4,HIGH,0.0
760,30.39,traffic3,17,0,11.8139,1,HIGH,0.0
765,30.59,traffic3,25,0,15.3965,8,HIGH,0.0
770,30.79,traffic3,25,2,16.6431,0,HIGH,0.08
775,30.99,traffic3,25,2,16.942,0,HIGH,0.08
780,31.19,traffic3,25,0,16.7253,0,HIGH,0.0
785,31.39,traffic3,27,0,17.9775,2,HIGH,0.0
790,31.59,traffic3,26,2,17.3992,1,HIGH,0.0769
795,31.79,traffic3,24,2,16.0925,2,HIGH,0.0833
800,31.99,traffic3,25,0,16.5249,1,HIGH,0.0
805,32.19,traffic3,25,0,16.661,0,HIGH,0.0
810,32.39,traffic3,26,4,17.2735,1,HIGH,0.1538
815,32.59,traffic3,25,4,16.5679,1,HIGH,0.16
820,32.79,traffic3,25,4,15.7291,0,HIGH,0.16
825,32.99,traffic3,29,6,18.0611,4,HIGH,0.2069
830,33.19,traffic3,21,2,14.0289,8,HIGH,0.0952
835,33.39,traffic3,24,4,14.3847,3,HIGH,0.1667
840,33.59,traffic3,24,4,14.885,0,HIGH,0.1667
845,33.79,traffic3,24,6,15.2744,0,HIGH,0.25
850,33.99,traffic3,24,2,13.9504,0,HIGH,0.0833
855,34.19,traffic3,23,2,13.8399,1,HIGH,0.087
860,34.39,traffic3,26,2,16.5298,3,HIGH,0.0769
865,34.59,traffic3,24,2,15.0087,2,HIGH,0.0833
870,34.79,traffic3,22,0,14.2645,2,HIGH,0.0
875,34.99,traffic3,23,0,14.2861,1,HIGH,0.0
880,35.19,traffic3,21,0,13.089,2,HIGH,0.0
885,35.39,traffic3,22,0,13.4814,1,HIGH,0.0
890,35.59,traffic3,19,0,12.0047,3,HIGH,0.0
895,35.79,traffic3,22,2,14.662,3,HIGH,0.0909
900,35.99,traffic3,20,0,13.8244,2,HIGH,0.0
905,36.19,traffic3,25,2,15.0641,5,HIGH,0.08
910,36.39,traffic3,28,2,15.9078,3,HIGH,0.0714
915,36.59,traffic3,25,0,15.1222,3,HIGH,0.0
920,36.79,traffic3,22,0,13.5439,3,HIGH,0.0
925,36.99,traffic3,22,0,14.1483,0,HIGH,0.0
930,37.19,traffic3,23,0,14.8728,1,HIGH,0.0
935,37.39,traffic3,26,2,14.9415,3,HIGH,0.0769
940,37.59,traffic3,26,4,15.8565,0,HIGH,0.1538
945,37.79,traffic3,26,4,15.5321,0,HIGH,0.1538
950,37.99,traffic3,25,2,15.8813,1,HIGH,0.08
955,38.19,traffic3,18,2,12.3624,7,HIGH,0.1111
960,38.39,traffic3,17,0,13.4531,1,HIGH,0.0
965,38.59,traffic3,22,0,15.1147,5,HIGH,0.0
970,38.79,traffic3,24,0,16.1317,2,HIGH,0.0
975,38.99,traffic3,23,4,15.6445,1,HIGH,0.1739
980,39.19,traffic3,24,2,16.3814,1,HIGH,0.0833
985,39.39,traffic3,24,2,15.0942,0,HIGH,0.0833
990,39.59,traffic3,24,2,14.9688,0,HIGH,0.0833
995,39.79,traffic3,21,2,14.2003,3,HIGH,0.0952
1000,39.98,traffic3,24,4,14.573,3,HIGH,0.1667
1005,40.18,traffic3,26,2,15.0698,2,HIGH,0.0769
1010,40.38,traffic3,25,4,14.5528,1,HIGH,0.16
1015,40.58,traffic3,22,2,13.2093,3,HIGH,0.0909
1020,40.78,traffic3,24,4,13.4066,2,HIGH,0.1667
1025,40.98,traffic3,22,6,12.9995,2,HIGH,0.2727
1030,41.18,traffic3,25,0,12.5981,3,HIGH,0.0
1035,41.38,traffic3,22,2,10.9886,3,HIGH,0.0909
1040,41.58,traffic3,19,2,10.3412,3,HIGH,0.1053
1045,41.78,traffic3,20,2,10.4725,1,HIGH,0.1
1050,41.98,traffic3,24,4,11.4804,4,HIGH,0.1667
1055,42.18,traffic3,23,4,11.4066,1,HIGH,0.1739
1060,42.38,traffic3,25,5,11.0871,2,HIGH,0.2
1065,42.58,traffic3,24,5,12.0248,1,HIGH,0.2083
1070,42.78,traffic3,20,4,9.6068,4,HIGH,0.2
1075,42.98,traffic3,18,2,9.5704,2,HIGH,0.1111
1080,43.18,traffic3,21,0,11.0774,3,HIGH,0.0
1085,43.38,traffic3,22,6,11.4284,1,HIGH,0.2727
1090,43.58,traffic3,24,2,12.4545,2,HIGH,0.0833
1095,43.78,traffic3,22,0,11.7646,2,HIGH,0.0
1100,43.98,traffic3,26,6,12.859,4,HIGH,0.2308
1105,44.18,traffic3,25,0,12.7544,1,HIGH,0.0
1110,44.38,traffic3,27,0,12.7512,2,HIGH,0.0
1115,44.58,traffic3,26,0,12.4107,1,HIGH,0.0
1120,44.78,traffic3,26,0,11.7907,0,HIGH,0.0
1125,44.98,traffic3,27,0,12.5333,1,HIGH,0.0
