frame,time_sec,lane,vehicle_count,queue_length,density,count_change,category,congestion_ratio
305,12.2,traffic4,15,0,11.765,1,MEDIUM,0.0
310,12.4,traffic4,14,0,13.2557,1,MEDIUM,0.0
315,12.6,traffic4,13,2,12.6141,1,MEDIUM,0.1538
320,12.8,traffic4,12,0,13.5595,1,MEDIUM,0.0
325,13.0,traffic4,15,2,15.5743,3,MEDIUM,0.1333
330,13.2,traffic4,13,2,8.7277,2,MEDIUM,0.1538
335,13.4,traffic4,13,2,12.3595,0,MEDIUM,0.1538
340,13.6,traffic4,13,0,9.1955,0,MEDIUM,0.0
345,13.8,traffic4,13,0,11.2393,0,MEDIUM,0.0
350,14.0,traffic4,18,0,13.3398,5,HIGH,0.0
355,14.2,traffic4,13,2,13.4973,5,MEDIUM,0.1538
360,14.4,traffic4,16,0,11.701,3,HIGH,0.0
365,14.6,traffic4,11,0,9.1177,5,MEDIUM,0.0
370,14.8,traffic4,9,4,11.1506,2,MEDIUM,0.4444
375,15.0,traffic4,11,2,8.3064,2,MEDIUM,0.1818
380,15.2,traffic4,12,2,8.8243,1,MEDIUM,0.1667
385,15.4,traffic4,12,0,9.0115,0,MEDIUM,0.0
390,15.6,traffic4,13,2,7.703,1,MEDIUM,0.1538
395,15.8,traffic4,15,2,5.8023,2,MEDIUM,0.1333
400,16.0,traffic4,17,3,8.3511,2,HIGH,0.1765
405,16.2,traffic4,18,5,7.767,1,HIGH,0.2778
410,16.4,traffic4,9,0,3.8674,9,MEDIUM,0.0
415,16.6,traffic4,14,2,6.6681,5,MEDIUM,0.1429
420,16.8,traffic4,12,0,7.3236,2,MEDIUM,0.0
425,17.0,traffic4,8,0,4.2723,4,MEDIUM,0.0
430,17.2,traffic4,7,0,4.8025,1,MEDIUM,0.0
435,17.4,traffic4,9,0,5.7652,2,MEDIUM,0.0
440,17.6,traffic4,10,0,6.7855,1,MEDIUM,0.0
445,17.8,traffic4,20,2,10.7743,10,HIGH,0.1
450,18.0,traffic4,16,0,11.2627,4,HIGH,0.0
455,18.2,traffic4,16,2,9.959,0,HIGH,0.125
460,18.4,traffic4,17,0,10.6982,1,HIGH,0.0
465,18.6,traffic4,15,2,8.9471,2,MEDIUM,0.1333
470,18.8,traffic4,9,0,7.1667,6,MEDIUM,0.0
475,19.0,traffic4,13,0,7.8762,4,MEDIUM,0.0
480,19.2,traffic4,10,0,6.7737,3,MEDIUM,0.0
485,19.4,traffic4,13,0,7.4841,3,MEDIUM,0.0
490,19.6,traffic4,17,2,8.1769,4,HIGH,0.1176
495,19.8,traffic4,17,0,8.5758,0,HIGH,0.0
500,20.0,traffic4,12,0,6.1212,5,MEDIUM,0.0
505,20.2,traffic4,19,0,9.5375,7,HIGH,0.0
510,20.4,traffic4,16,2,7.9306,3,HIGH,0.125
515,20.6,traffic4,14,0,6.8842,2,MEDIUM,0.0
520,20.8,traffic4,9,0,4.6763,5,MEDIUM,0.0
525,21.0,traffic4,12,0,4.9688,3,MEDIUM,0.0
530,21.2,traffic4,15,0,5.8876,3,MEDIUM,0.0
535,21.4,traffic4,14,0,5.885,1,MEDIUM,0.0
540,21.6,traffic4,15,5,6.2839,1,MEDIUM,0.3333
545,21.8,traffic4,13,2,5.1405,2,MEDIUM,0.1538
550,22.0,traffic4,15,2,6.8058,2,MEDIUM,0.1333
555,22.2,traffic4,11,0,5.1468,4,MEDIUM,0.0
560,22.4,traffic4,15,0,7.0813,4,MEDIUM,0.0
565,22.6,traffic4,15,4,7.1606,0,MEDIUM,0.2667
570,22.8,traffic4,15,2,6.6074,0,MEDIUM,0.1333
575,23.0,traffic4,13,0,5.5215,2,MEDIUM,0.0
580,23.2,traffic4,15,2,6.5171,2,MEDIUM,0.1333
585,23.4,traffic4,13,0,4.4505,2,MEDIUM,0.0
590,23.6,traffic4,12,2,4.5071,1,MEDIUM,0.1667
595,23.8,traffic4,13,0,5.1059,1,MEDIUM,0.0
600,24.0,traffic4,11,0,4.559,2,MEDIUM,0.0
605,24.2,traffic4,11,0,4.0483,0,MEDIUM,0.0
610,24.4,traffic4,11,0,4.1913,0,MEDIUM,0.0
615,24.6,traffic4,13,0,5.097,2,MEDIUM,0.0
620,24.8,traffic4,14,2,5.0061,1,MEDIUM,0.1429
625,25.0,traffic4,14,0,5.2436,0,MEDIUM,0.0
630,25.2,traffic4,13,0,5.0838,1,MEDIUM,0.0
635,25.4,traffic4,13,0,4.7868,0,MEDIUM,0.0
640,25.6,traffic4,10,0,3.6416,3,MEDIUM,0.0
645,25.8,traffic4,10,0,3.785,0,MEDIUM,0.0
650,26.0,traffic4,14,0,5.805,4,MEDIUM,0.0
655,26.2,traffic4,11,0,4.2183,3,MEDIUM,0.0
660,26.4,traffic4,14,0,5.4779,3,MEDIUM,0.0
665,26.6,traffic4,13,0,5.0924,1,MEDIUM,0.0
670,26.8,traffic4,13,0,5.277,0,MEDIUM,0.0
675,27.0,traffic4,14,0,5.1566,1,MEDIUM,0.0
680,27.2,traffic4,11,0,4.5367,3,MEDIUM,0.0
685,27.4,traffic4,11,0,4.4151,0,MEDIUM,0.0
690,27.6,traffic4,14,0,5.7779,3,MEDIUM,0.0
695,27.8,traffic4,15,0,7.153,1,MEDIUM,0.0
700,28.0,traffic4,11,0,5.4855,4,MEDIUM,0.0
705,28.2,traffic4,10,0,5.1184,1,MEDIUM,0.0
710,28.4,traffic4,14,0,6.0034,4,MEDIUM,0.0
715,28.6,traffic4,12,0,5.7068,2,MEDIUM,0.0
720,28.8,traffic4,13,0,6.0688,1,MEDIUM,0.0
725,29.0,traffic4,13,0,6.3322,0,MEDIUM,0.0
730,29.2,traffic4,15,0,6.9532,2,MEDIUM,0.0
735,29.4,traffic4,18,2,8.1883,3,HIGH,0.1111
740,29.6,traffic4,17,0,7.8305,1,HIGH,0.0
745,29.8,traffic4,18,0,8.4601,1,HIGH,0.0
750,30.0,traffic4,20,0,9.6516,2,HIGH,0.0
755,30.2,traffic4,20,0,10.9085,0,HIGH,0.0
760,30.4,traffic4,20,2,10.6583,0,HIGH,0.1
765,30.6,traffic4,17,0,9.7687,3,HIGH,0.0
770,30.8,traffic4,19,0,10.7943,2,HIGH,0.0
775,31.0,traffic4,22,2,12.4664,3,HIGH,0.0909
780,31.2,traffic4,20,0,10.8592,2,HIGH,0.0
785,31.4,traffic4,21,0,10.4437,1,HIGH,0.0
790,31.6,traffic4,19,0,10.53,2,HIGH,0.0
795,31.8,traffic4,20,0,10.9812,1,HIGH,0.0
800,32.0,traffic4,18,0,10.0587,2,HIGH,0.0
805,32.2,traffic4,18,2,11.5418,0,HIGH,0.1111
810,32.4,traffic4,16,2,9.8287,2,HIGH,0.125
815,32.6,traffic4,18,2,12.2029,2,HIGH,0.1111
820,32.8,traffic4,18,0,11.67,0,HIGH,0.0
825,33.0,traffic4,18,0,11.1514,0,HIGH,0.0
830,33.2,traffic4,17,0,13.1122,1,HIGH,0.0
835,33.4,traffic4,17,0,12.5332,0,HIGH,0.0
840,33.6,traffic4,19,0,13.2638,2,HIGH,0.0
845,33.8,traffic4,16,0,10.9857,3,HIGH,0.0
850,34.0,traffic4,16,2,12.2549,0,HIGH,0.125
855,34.2,traffic4,15,0,11.1674,1,MEDIUM,0.0
860,34.4,traffic4,13,0,9.5402,2,MEDIUM,0.0
865,34.6,traffic4,17,0,10.8983,4,HIGH,0.0
870,34.8,traffic4,13,0,9.5202,4,MEDIUM,0.0
875,35.0,traffic4,13,0,9.5465,0,MEDIUM,0.0
880,35.2,traffic4,16,0,11.8756,3,HIGH,0.0
885,35.4,traffic4,14,0,11.0788,2,MEDIUM,0.0
890,35.6,traffic4,14,2,10.9392,0,MEDIUM,0.1429
895,35.8,traffic4,11,0,9.1904,3,MEDIUM,0.0
900,36.0,traffic4,11,0,9.0533,0,MEDIUM,0.0
905,36.2,traffic4,11,0,8.9013,0,MEDIUM,0.0
910,36.4,traffic4,11,0,8.9716,0,MEDIUM,0.0
915,36.6,traffic4,11,0,8.8758,0,MEDIUM,0.0
920,36.8,traffic4,9,0,8.0498,2,MEDIUM,0.0
925,37.0,traffic4,10,0,8.9483,1,MEDIUM,0.0
930,37.2,traffic4,11,2,8.056,1,MEDIUM,0.1818
935,37.4,traffic4,14,0,10.2255,3,MEDIUM,0.0
940,37.6,traffic4,11,0,9.394,3,MEDIUM,0.0
945,37.8,traffic4,9,0,8.1699,2,MEDIUM,0.0
950,38.0,traffic4,13,3,9.3516,4,MEDIUM,0.2308
955,38.2,traffic4,11,0,9.7431,2,MEDIUM,0.0
960,38.4,traffic4,14,0,10.4327,3,MEDIUM,0.0
965,38.6,traffic4,13,0,10.0188,1,MEDIUM,0.0
970,38.8,traffic4,12,0,9.6997,1,MEDIUM,0.0
975,39.0,traffic4,14,2,9.7064,2,MEDIUM,0.1429
980,39.2,traffic4,10,0,9.1216,4,MEDIUM,0.0
985,39.4,traffic4,9,0,8.7494,1,MEDIUM,0.0
990,39.6,traffic4,10,0,8.2624,1,MEDIUM,0.0
995,39.8,traffic4,10,0,8.1552,0,MEDIUM,0.0
1000,40.0,traffic4,11,0,9.525,1,MEDIUM,0.0
1005,40.2,traffic4,14,0,10.4668,3,MEDIUM,0.0
1010,40.4,traffic4,11,0,10.2482,3,MEDIUM,0.0
1015,40.6,traffic4,14,0,10.5004,3,MEDIUM,0.0
1020,40.8,traffic4,15,2,11.0087,1,MEDIUM,0.1333
1025,41.0,traffic4,16,4,16.1762,1,HIGH,0.25
1030,41.2,traffic4,17,4,14.5565,1,HIGH,0.2353
1035,41.4,traffic4,12,2,11.0129,5,MEDIUM,0.1667
1040,41.6,traffic4,14,2,11.9643,2,MEDIUM,0.1429
1045,41.8,traffic4,14,2,11.9326,0,MEDIUM,0.1429
1050,42.0,traffic4,14,3,10.8599,0,MEDIUM,0.2143
1055,42.2,traffic4,11,0,10.8399,3,MEDIUM,0.0
1060,42.4,traffic4,13,0,11.1819,2,MEDIUM,0.0
1065,42.6,traffic4,15,0,12.4946,2,MEDIUM,0.0
1070,42.8,traffic4,12,0,10.5363,3,MEDIUM,0.0
1075,43.0,traffic4,12,0,10.5114,0,MEDIUM,0.0
1080,43.2,traffic4,11,0,10.0148,1,MEDIUM,0.0
1085,43.4,traffic4,13,0,10.9285,2,MEDIUM,0.0
1090,43.6,traffic4,12,0,10.4956,1,MEDIUM,0.0
1095,43.8,traffic4,9,0,8.5695,3,MEDIUM,0.0
1100,44.0,traffic4,9,0,8.2516,0,MEDIUM,0.0
1105,44.2,traffic4,11,0,9.3511,2,MEDIUM,0.0
1110,44.4,traffic4,9,0,7.2013,2,MEDIUM,0.0
1115,44.6,traffic4,8,0,7.5767,1,MEDIUM,0.0
1120,44.8,traffic4,7,0,7.2535,1,MEDIUM,0.0
1125,45.0,traffic4,9,2,5.8533,2,MEDIUM,0.2222
1130,45.2,traffic4,10,2,7.0125,1,MEDIUM,0.2
1135,45.4,traffic4,9,0,7.2192,1,MEDIUM,0.0
1140,45.6,traffic4,10,0,7.7185,1,MEDIUM,0.0
1145,45.8,traffic4,7,2,5.5967,3,MEDIUM,0.2857
1150,46.0,traffic4,8,0,6.5513,1,MEDIUM,0.0
1155,46.2,traffic4,8,0,5.7854,0,MEDIUM,0.0
1160,46.4,traffic4,11,0,7.0815,3,MEDIUM,0.0
1165,46.6,traffic4,14,0,7.788,3,MEDIUM,0.0
1170,46.8,traffic4,8,0,6.2536,6,MEDIUM,0.0
1175,47.0,traffic4,9,0,7.0003,1,MEDIUM,0.0
1180,47.2,traffic4,10,0,7.236,1,MEDIUM,0.0
1185,47.4,traffic4,11,0,7.4039,1,MEDIUM,0.0
1190,47.6,traffic4,11,0,7.309,0,MEDIUM,0.0
1195,47.8,traffic4,11,2,5.1588,0,MEDIUM,0.1818
1200,48.0,traffic4,11,2,7.0011,0,MEDIUM,0.1818
1205,48.2,traffic4,5,0,2.3523,6,LOW,0.0
1210,48.4,traffic4,11,0,5.372,6,MEDIUM,0.0
1215,48.6,traffic4,14,2,6.7395,3,MEDIUM,0.1429
1220,48.8,traffic4,16,2,7.6501,2,HIGH,0.125
1225,49.0,traffic4,16,2,7.3749,0,HIGH,0.125
1230,49.2,traffic4,12,0,7.5969,4,MEDIUM,0.0
1235,49.4,traffic4,11,0,6.8004,1,MEDIUM,0.0
1240,49.6,traffic4,12,0,6.1681,1,MEDIUM,0.0
1245,49.8,traffic4,18,0,10.2408,6,HIGH,0.0
1250,50.0,traffic4,17,0,8.1778,1,HIGH,0.0
1255,50.2,traffic4,13,0,6.842,4,MEDIUM,0.0
1260,50.4,traffic4,19,0,10.1967,6,HIGH,0.0
1265,50.6,traffic4,18,0,9.8021,1,HIGH,0.0
1270,50.8,traffic4,19,0,10.1915,1,HIGH,0.0
1275,51.0,traffic4,18,0,11.2153,1,HIGH,0.0
1280,51.2,traffic4,14,0,8.4598,4,MEDIUM,0.0
1285,51.4,traffic4,14,0,8.5368,0,MEDIUM,0.0
1290,51.6,traffic4,17,0,10.364,3,HIGH,0.0
1295,51.8,traffic4,17,2,10.4054,0,HIGH,0.1176
1300,52.0,traffic4,12,0,7.6512,5,MEDIUM,0.0
1305,52.2,traffic4,15,2,9.5376,3,MEDIUM,0.1333
1310,52.4,traffic4,15,0,10.2386,0,MEDIUM,0.0
1315,52.6,traffic4,18,2,11.3029,3,HIGH,0.1111
1320,52.8,traffic4,15,0,9.8481,3,MEDIUM,0.0
1325,53.0,traffic4,14,0,8.938,1,MEDIUM,0.0
1330,53.2,traffic4,18,0,10.6523,4,HIGH,0.0
1335,53.4,traffic4,18,2,10.1163,0,HIGH,0.1111
1340,53.6,traffic4,20,2,11.5421,2,HIGH,0.1
1345,53.8,traffic4,19,0,11.5835,1,HIGH,0.0
1350,54.0,traffic4,20,2,12.5781,1,HIGH,0.1
1355,54.2,traffic4,17,0,10.939,3,HIGH,0.0
1360,54.4,traffic4,17,0,10.2581,0,HIGH,0.0
1365,54.6,traffic4,20,0,12.1007,3,HIGH,0.0
1370,54.8,traffic4,15,2,10.9185,5,MEDIUM,0.1333
1375,55.0,traffic4,17,0,10.7722,2,HIGH,0.0
1380,55.2,traffic4,16,0,10.9946,1,HIGH,0.0
1385,55.4,traffic4,20,0,12.276,4,HIGH,0.0
1390,55.6,traffic4,20,0,12.2214,0,HIGH,0.0
1395,55.8,traffic4,17,0,10.8298,3,HIGH,0.0
1400,56.0,traffic4,19,0,11.4817,2,HIGH,0.0
1405,56.2,traffic4,17,0,10.941,2,HIGH,0.0
1410,56.4,traffic4,18,0,11.195,1,HIGH,0.0
1415,56.6,traffic4,17,3,9.9807,1,HIGH,0.1765
1420,56.8,traffic4,21,5,11.2586,4,HIGH,0.2381
1425,57.0,traffic4,19,3,10.7415,2,HIGH,0.1579
1430,57.2,traffic4,17,0,9.6706,2,HIGH,0.0
1435,57.4,traffic4,15,0,9.5188,2,MEDIUM,0.0
1440,57.6,traffic4,17,2,10.4735,2,HIGH,0.1176
1445,57.8,traffic4,17,2,10.3484,0,HIGH,0.1176
1450,58.0,traffic4,13,0,8.7041,4,MEDIUM,0.0
1455,58.2,traffic4,14,0,8.9169,1,MEDIUM,0.0
1460,58.4,traffic4,15,0,9.1438,1,MEDIUM,0.0
1465,58.6,traffic4,13,0,9.1062,2,MEDIUM,0.0
1470,58.8,traffic4,12,0,8.1375,1,MEDIUM,0.0
1475,59.0,traffic4,14,0,9.113,2,MEDIUM,0.0
1480,59.2,traffic4,17,2,10.0186,3,HIGH,0.1176
1485,59.4,traffic4,13,2,7.8971,4,MEDIUM,0.1538
1490,59.6,traffic4,17,2,10.3276,4,HIGH,0.1176
1495,59.8,traffic4,17,6,9.6313,0,HIGH,0.3529
1500,60.0,traffic4,21,8,9.9805,4,HIGH,0.381
1505,60.2,traffic4,21,3,10.3358,0,HIGH,0.1429
